nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
MANIZALES AM;2025;6.616176066816245;3.921742665680721;6.920278128402079;3.9905437929001804;7.338031655105058;6.870445486190729;5.556266267321263;5.6527943374651475;7.559630012506585;4.629731343087614;6.044602854011927;8.698173385742852;5.200145467416636
MEDELLÍN AM;2019;6.169102718428457;6.580113242391507;5.123311018694151;4.357108529525236;7.268300832660276;6.431428752099055;5.133091168669068;7.041684530004475;6.724615028670721;5.362925744426141;6.970686362180832;9.309929798072199;4.8372577926952465
MEDELLÍN AM;2020;6.13914480937258;6.438107494051881;5.228893537965986;4.357108529525236;7.231682029739418;6.47990709262759;5.085884751811051;6.7051553916528395;6.767211372616627;5.502212246313377;7.010299302845022;9.262579288063565;5.4444038116984
MEDELLÍN AM;2021;6.220687039918022;5.947249651520562;5.454593873821084;4.537295778966996;7.249307225081672;6.696152116983644;5.18012932790299;6.975425480816306;5.40370738075449;5.722589910171106;7.091484209483625;8.605515848770455;5.204022736807836
MEDELLÍN AM;2022;6.2484923261697585;6.230296218515755;5.850549682769235;4.468293086640495;6.162751344158545;6.450295872323473;5.163666038141851;7.641348092668824;6.895173627364951;6.468700067050182;7.178273896303114;8.692379173800326;5.192632868031209
MEDELLÍN AM;2023;6.537185343198387;6.186251135372408;6.483978277076972;4.59678316568488;6.840313283592478;6.670845318618081;5.714328684866662;7.484167620413942;7.2430819299307885;6.772295809647182;7.8452713978419;9.033202873482848;5.1349922204605996
MEDELLÍN AM;2024;6.294045112800316;5.765226217568334;6.7576362640061705;4.485921239682708;6.966715632954612;6.732738783040649;5.708276160897555;7.446293441626899;7.377011190411867;6.75172533357109;7.968468701909522;8.806599984398664;5.104967348440286
MEDELLÍN AM;2025;7.179152971932783;5.5998774980931625;6.949387852926929;4.384246300866495;7.376715195895157;6.794812727724984;5.698639565548223;7.266732185721292;7.529816887881774;6.746071188447381;7.498029693062808;8.660096447138542;5.065372697933639
MITÚ;2019;3.41903927385233;3.696274990567852;0.46408926909604187;5.258887843134836;4.941416414706287;1.5759937094513568;0.9067070084021895;2.6359485699705925;6.30803221965655;0.6402420704711376;1.8538327900052753;1.275120929889152;0.6155383444943687
MITÚ;2020;3.360740723460649;3.468965333429563;0.6039242755019798;5.258887843134836;4.292307880110418;1.7876011832951844;1.1000197296773384;2.6089307627534284;5.577576540452309;0.6667487776227463;1.8871886960535726;8.413438779304151;0.0
MITÚ;2021;3.7360157073939178;4.005078662447947;0.5811771783749885;4.96461992524881;4.628878921566673;2.1250956848108755;0.7426232466782867;3.0686997909343154;4.625925772741679;0.7083121295079211;1.7157224970660634;0.2364459013148984;0.0
MITÚ;2022;3.7335146491443396;3.9904119864681693;0.6193305356382195;5.019712968638261;2.2177862119351825;1.8535305732291647;0.564975577212784;2.297287561577905;5.535122107544205;0.8892414168879443;1.4985644094581387;2.469391703961927;0.03108969190364767
MITÚ;2023;3.8031171293785517;4.123201718587997;0.7849971958102452;5.515284204735826;3.2587627863654762;1.9321082137325045;1.2346686023816338;2.1482776795444196;6.052154051249401;1.1011605217895328;1.356044343317933;6.190504403913431;0.03925411505718357
MITÚ;2024;3.9537402918929976;3.6468011402204197;1.0504744582481478;5.049772367747732;4.069117968816183;2.034222446709974;1.0688957451750185;2.623067731420164;6.174526203334868;1.3130312728713496;1.65638302669769;0.26104628833819754;0.0390246800273244
MITÚ;2025;3.3725972149512917;3.8408819783227766;1.2876812460853602;4.7908024869764;4.007994949049157;2.2174546572491076;1.4555050465071449;3.70676323245126;6.044662368408812;1.6389253255159208;2.004342596203193;6.336998519136796;0.04734570009312941
MOCOA;2019;3.395121290682547;3.612520247403546;2.1631754598381034;7.434657939253584;5.853792157206398;6.42811443280812;1.4077405529522302;4.598073177341134;6.188597433924004;2.6293214016916617;3.5258278054274017;4.529269257857126;0.042230305460744556
MOCOA;2020;3.6354254373995603;3.601669805695886;1.990656577050707;7.434657939253584;6.737043494142588;6.586843641634079;1.473952611835885;4.492765671763791;5.70236161649829;2.8731037745860473;5.524267953254292;1.9523966411064408;0.056740662123860336
MOCOA;2021;3.7036220796663697;3.5586846436915205;2.0445421450104444;7.0616089808388685;6.649543250681209;6.457589875533085;1.6094554769186216;4.882184119752636;3.9965732204769973;3.2660799349422347;3.888591932213753;1.537596867290697;0.04948935218210415
MOCOA;2022;3.375311984329026;3.487642406761966;2.041775208858202;6.44026340112447;5.305604234353522;5.929936890540435;1.7653677928494402;4.683543212376987;5.482577335692217;3.148751335970676;3.3567403835374456;3.12717865115666;0.059609780592217596
MOCOA;2023;3.431972706672478;3.36979463630416;1.8415932621216986;7.062256094732364;5.7725211803705;6.169662318367342;1.8454103847691852;4.316810470790355;5.205344983848676;3.4788032827062243;4.460724276185645;3.36489321357672;0.6710605126627256
MOCOA;2024;3.6346990833539037;3.368324102157521;2.4215363790744786;7.410432997211927;6.480596323366433;6.613083463347169;2.3637235464008883;3.9226944362608283;4.100698319435844;3.203776525327318;4.163349713780167;0.04354268420054874;0.7542582568715607
